Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin %,Year
CA-2019-144974,2019-09-26,2019-09-30,standard class,CM-12715,Craig Molinari,corporate,United States,Philadelphia,Pennsylvania,19140,east,FUR-FU-10001095,furniture,furnishings,DAX Black Cherry Wood-Tone Poster Frame,21.184,1,0.2,4.7664,22.5,2019
CA-2019-144974,2019-09-26,2019-09-30,standard class,CM-12715,Craig Molinari,corporate,United States,Philadelphia,Pennsylvania,19140,east,OFF-BI-10003274,office supplies,binders,"Avery Durable Slant Ring Binders, No Labels",5.97,5,0.7,-4.577,-76.66666666666667,2019
CA-2019-115049,2019-09-26,2019-10-01,standard class,MM-17920,Michael Moore,consumer,United States,Chicago,Illinois,60623,central,TEC-AC-10004859,technology,accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",153.824,11,0.2,38.456,25.0,2019
CA-2019-132451,2019-09-26,2019-09-27,first class,KF-16285,Karen Ferguson,home office,United States,San Diego,California,92105,west,FUR-CH-10000454,furniture,chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,3,0.2,73.194,12.5,2019
CA-2019-164385,2019-09-26,2019-10-01,second class,NB-18580,Nicole Brennan,corporate,United States,Philadelphia,Pennsylvania,19134,east,OFF-AP-10002191,office supplies,appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952,3,0.2,14.3952,10.0,2019
CA-2019-132451,2019-09-26,2019-09-27,first class,KF-16285,Karen Ferguson,home office,United States,San Diego,California,92105,west,OFF-PA-10004888,office supplies,paper,Xerox 217,19.44,3,0.0,9.3312,48.00000000000001,2019
CA-2019-127586,2019-09-26,2019-09-30,standard class,CS-12400,Christopher Schild,home office,United States,Seattle,Washington,98115,west,OFF-ST-10002615,office supplies,storage,"Dual Level, Single-Width Filing Carts",310.12,2,0.0,80.6312,26.0,2019
CA-2019-115133,2019-09-26,2019-09-30,standard class,DA-13450,Dianna Arnett,home office,United States,Lancaster,Ohio,43130,east,OFF-PA-10000174,office supplies,paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024,33.75,2019
CA-2019-115133,2019-09-26,2019-09-30,standard class,DA-13450,Dianna Arnett,home office,United States,Lancaster,Ohio,43130,east,OFF-AP-10001634,office supplies,appliances,Hoover Commercial Lightweight Upright Vacuum,16.704,6,0.2,1.2528,7.5,2019
CA-2019-115133,2019-09-26,2019-09-30,standard class,DA-13450,Dianna Arnett,home office,United States,Lancaster,Ohio,43130,east,TEC-AC-10002370,technology,accessories,Maxell CD-R Discs,3.152,2,0.2,0.4728,15.0,2019
CA-2019-144974,2019-09-26,2019-09-30,standard class,CM-12715,Craig Molinari,corporate,United States,Philadelphia,Pennsylvania,19140,east,OFF-AP-10001492,office supplies,appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",41.376,6,0.2,3.1032,7.500000000000001,2019
US-2019-151925,2019-09-26,2019-10-01,second class,KT-16465,Kean Takahito,consumer,United States,Los Angeles,California,90049,west,FUR-CH-10002961,furniture,chairs,"Leather Task Chair, Black",145.568,2,0.2,0.0,0.0,2019
CA-2019-120887,2019-09-27,2019-10-03,standard class,TS-21205,Thomas Seio,corporate,United States,Hackensack,New Jersey,7601,east,FUR-FU-10001588,furniture,furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0.0,37.6422,43.0,2019
US-2019-133130,2019-09-27,2019-10-01,standard class,TH-21100,Thea Hendricks,consumer,United States,San Diego,California,92037,west,FUR-CH-10002602,furniture,chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294,7.5,2019
US-2019-133130,2019-09-27,2019-10-01,standard class,TH-21100,Thea Hendricks,consumer,United States,San Diego,California,92037,west,OFF-PA-10000675,office supplies,paper,Xerox 1919,81.98,2,0.0,40.1702,49.0,2019
CA-2019-125136,2019-09-28,2019-10-03,standard class,KD-16495,Keith Dawkins,corporate,United States,Fayetteville,North Carolina,28314,south,OFF-PA-10001804,office supplies,paper,Xerox 195,10.688,2,0.2,3.7408,35.0,2019
CA-2019-114335,2019-09-28,2019-10-03,standard class,XP-21865,Xylona Preis,consumer,United States,Hollywood,Florida,33021,south,FUR-FU-10000277,furniture,furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088,4,0.2,16.8544,4.999999999999999,2019
CA-2019-107153,2019-09-28,2019-10-03,standard class,GZ-14545,George Zrebassa,corporate,United States,Lawrence,Massachusetts,1841,east,OFF-ST-10001321,office supplies,storage,"Decoflex Hanging Personal Folder File, Blue",46.26,3,0.0,12.4902,27.0,2019
CA-2019-125136,2019-09-28,2019-10-03,standard class,KD-16495,Keith Dawkins,corporate,United States,Fayetteville,North Carolina,28314,south,OFF-PA-10001457,office supplies,paper,White GlueTop Scratch Pads,96.256,8,0.2,31.2832,32.5,2019
CA-2019-124856,2019-09-29,2019-10-03,second class,LD-17005,Lisa DeCherney,consumer,United States,New York City,New York,10011,east,OFF-LA-10000121,office supplies,labels,Avery 48,18.9,3,0.0,8.694,46.00000000000001,2019
CA-2019-124856,2019-09-29,2019-10-03,second class,LD-17005,Lisa DeCherney,consumer,United States,New York City,New York,10011,east,FUR-FU-10000521,furniture,furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36,4,0.0,36.3816,31.0,2019
CA-2019-124856,2019-09-29,2019-10-03,second class,LD-17005,Lisa DeCherney,consumer,United States,New York City,New York,10011,east,OFF-ST-10002615,office supplies,storage,"Dual Level, Single-Width Filing Carts",1395.54,9,0.0,362.8404,26.0,2019
CA-2019-124856,2019-09-29,2019-10-03,second class,LD-17005,Lisa DeCherney,consumer,United States,New York City,New York,10011,east,OFF-PA-10001289,office supplies,paper,White Computer Printout Paper by Universal,77.52,2,0.0,37.9848,49.00000000000001,2019
CA-2019-126683,2019-09-29,2019-10-01,second class,PP-18955,Paul Prost,home office,United States,Seattle,Washington,98115,west,FUR-FU-10001706,furniture,furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,48.0,2019
CA-2019-146969,2019-09-29,2019-10-03,standard class,AP-10915,Arthur Prichep,consumer,United States,Los Angeles,California,90045,west,TEC-MA-10004241,technology,machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,0.2,223.054,32.49999999999999,2019
CA-2019-146969,2019-09-29,2019-10-03,standard class,AP-10915,Arthur Prichep,consumer,United States,Los Angeles,California,90045,west,OFF-PA-10002105,office supplies,paper,Xerox 223,6.48,1,0.0,3.1104,47.99999999999999,2019
CA-2019-146969,2019-09-29,2019-10-03,standard class,AP-10915,Arthur Prichep,consumer,United States,Los Angeles,California,90045,west,OFF-FA-10001561,office supplies,fasteners,Stockwell Push Pins,8.72,4,0.0,2.8776,33.0,2019
CA-2019-146969,2019-09-29,2019-10-03,standard class,AP-10915,Arthur Prichep,consumer,United States,Los Angeles,California,90045,west,FUR-FU-10004188,furniture,furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0.0,53.196,26.0,2019
CA-2019-122931,2019-09-29,2019-10-03,standard class,SM-20950,Suzanne McNair,corporate,United States,Philadelphia,Pennsylvania,19134,east,OFF-AR-10003469,office supplies,art,Nontoxic Chalk,4.224,3,0.2,1.4784,35.0,2019
CA-2019-122931,2019-09-29,2019-10-03,standard class,SM-20950,Suzanne McNair,corporate,United States,Philadelphia,Pennsylvania,19134,east,FUR-TA-10004175,furniture,tables,"Hon 30"" x 60"" Table with Locking Drawer",409.272,2,0.4,-81.8544,-20.0,2019
CA-2019-111962,2019-09-29,2019-10-04,standard class,EB-14170,Evan Bailliet,consumer,United States,Seattle,Washington,98115,west,OFF-BI-10001308,office supplies,binders,GBC Standard Plastic Binding Systems' Combs,10.048,2,0.2,3.14,31.25,2019
CA-2019-122931,2019-09-29,2019-10-03,standard class,SM-20950,Suzanne McNair,corporate,United States,Philadelphia,Pennsylvania,19134,east,OFF-LA-10002945,office supplies,labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44,11,0.2,18.018,32.5,2019
CA-2019-122931,2019-09-29,2019-10-03,standard class,SM-20950,Suzanne McNair,corporate,United States,Philadelphia,Pennsylvania,19134,east,OFF-PA-10000533,office supplies,paper,Southworth Parchment Paper & Envelopes,20.928,4,0.2,6.8016,32.49999999999999,2019
CA-2019-111962,2019-09-29,2019-10-04,standard class,EB-14170,Evan Bailliet,consumer,United States,Seattle,Washington,98115,west,OFF-ST-10000046,office supplies,storage,Fellowes Super Stor/Drawer Files,807.75,5,0.0,153.4725,19.0,2019
CA-2019-146969,2019-09-29,2019-10-03,standard class,AP-10915,Arthur Prichep,consumer,United States,Los Angeles,California,90045,west,OFF-ST-10004340,office supplies,storage,"Fellowes Mobile File Cart, Black",62.18,1,0.0,16.7886,27.0,2019
CA-2019-122931,2019-09-29,2019-10-03,standard class,SM-20950,Suzanne McNair,corporate,United States,Philadelphia,Pennsylvania,19134,east,FUR-TA-10004147,furniture,tables,Hon 4060 Series Tables,67.176,1,0.4,-20.1528,-30.0,2019
CA-2019-159478,2019-09-30,2019-10-06,standard class,MH-17785,Maya Herman,corporate,United States,New York City,New York,10035,east,FUR-FU-10000221,furniture,furnishings,"Master Caster Door Stop, Brown",15.24,3,0.0,5.1816,34.0,2019
US-2019-167633,2019-09-30,2019-10-05,standard class,BW-11200,Ben Wallace,consumer,United States,Boynton Beach,Florida,33437,south,OFF-PA-10004888,office supplies,paper,Xerox 217,15.552,3,0.2,5.4432,35.0,2019
CA-2019-137351,2019-09-30,2019-10-04,standard class,DB-13615,Doug Bickford,consumer,United States,Seattle,Washington,98105,west,OFF-BI-10003910,office supplies,binders,DXL Angle-View Binders with Locking Rings by Samsill,43.176,7,0.2,13.4925,31.25,2019
CA-2019-140886,2019-09-30,2019-10-04,standard class,KW-16570,Kelly Williams,consumer,United States,Clarksville,Tennessee,37042,south,OFF-AP-10000696,office supplies,appliances,Holmes Odor Grabber,69.216,6,0.2,11.2476,16.25,2019
CA-2019-141649,2019-09-30,2019-09-30,same day,DM-12955,Dario Medina,corporate,United States,Fairfield,Ohio,45014,east,OFF-AP-10003217,office supplies,appliances,Eureka Sanitaire  Commercial Upright,795.408,6,0.2,59.6556,7.5,2019
CA-2019-102008,2019-09-30,2019-10-04,standard class,RA-19915,Russell Applegate,consumer,United States,New York City,New York,10011,east,OFF-PA-10004092,office supplies,paper,Tops Green Bar Computer Printout Paper,48.94,1,0.0,24.47,50.0,2019
US-2019-132745,2019-10-01,2019-10-05,standard class,NF-18475,Neil Französisch,home office,United States,Reno,Nevada,89502,west,OFF-FA-10000254,office supplies,fasteners,Sterling Rubber Bands by Alliance,4.71,1,0.0,0.0,0.0,2019
CA-2019-108189,2019-10-02,2019-10-05,first class,ES-14080,Erin Smith,corporate,United States,Tempe,Arizona,85281,west,OFF-PA-10001838,office supplies,paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,0.2,3.4104,36.25000000000001,2019
CA-2019-108189,2019-10-02,2019-10-05,first class,ES-14080,Erin Smith,corporate,United States,Tempe,Arizona,85281,west,TEC-PH-10001760,technology,phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,33.75,2019
CA-2019-108189,2019-10-02,2019-10-05,first class,ES-14080,Erin Smith,corporate,United States,Tempe,Arizona,85281,west,OFF-EN-10004846,office supplies,envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,36.25,2019
CA-2019-108189,2019-10-02,2019-10-05,first class,ES-14080,Erin Smith,corporate,United States,Tempe,Arizona,85281,west,TEC-AC-10003038,technology,accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,-0.0895,-1.25,2019
CA-2019-108189,2019-10-02,2019-10-05,first class,ES-14080,Erin Smith,corporate,United States,Tempe,Arizona,85281,west,OFF-SU-10003567,office supplies,supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,-21.25,2019
CA-2019-108189,2019-10-02,2019-10-05,first class,ES-14080,Erin Smith,corporate,United States,Tempe,Arizona,85281,west,OFF-FA-10000735,office supplies,fasteners,Staples,4.672,2,0.2,1.46,31.25,2019
CA-2019-108189,2019-10-02,2019-10-05,first class,ES-14080,Erin Smith,corporate,United States,Tempe,Arizona,85281,west,TEC-PH-10001557,technology,phones,Pyle PMP37LED,230.376,3,0.2,20.1579,8.75,2019
US-2019-155817,2019-10-03,2019-10-09,standard class,SL-20155,Sara Luxemburg,home office,United States,Durham,North Carolina,27707,south,OFF-AR-10002335,office supplies,art,DIXON Oriole Pencils,6.192,3,0.2,0.4644,7.5,2019
CA-2019-108903,2019-10-03,2019-10-03,same day,DO-13435,Denny Ordway,consumer,United States,Columbus,Ohio,43229,east,OFF-AR-10004010,office supplies,art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984,2,0.2,4.1988,7.5,2019
CA-2019-153976,2019-10-03,2019-10-08,second class,BP-11290,Beth Paige,consumer,United States,Evanston,Illinois,60201,central,FUR-CH-10002880,furniture,chairs,"Global High-Back Leather Tilter, Burgundy",258.279,3,0.3,-70.1043,-27.142857142857142,2019
CA-2019-108903,2019-10-03,2019-10-03,same day,DO-13435,Denny Ordway,consumer,United States,Columbus,Ohio,43229,east,TEC-AC-10003023,technology,accessories,Logitech G105 Gaming Keyboard,142.488,3,0.2,-3.5622,-2.5,2019
US-2019-155817,2019-10-03,2019-10-09,standard class,SL-20155,Sara Luxemburg,home office,United States,Durham,North Carolina,27707,south,OFF-ST-10000532,office supplies,storage,Advantus Rolling Drawer Organizers,61.568,2,0.2,4.6176,7.500000000000001,2019
CA-2019-120775,2019-10-03,2019-10-07,standard class,RD-19930,Russell D'Ascenzo,consumer,United States,Dallas,Texas,75217,central,OFF-FA-10000254,office supplies,fasteners,Sterling Rubber Bands by Alliance,15.072,4,0.2,-3.768,-25.0,2019
CA-2019-120775,2019-10-03,2019-10-07,standard class,RD-19930,Russell D'Ascenzo,consumer,United States,Dallas,Texas,75217,central,OFF-FA-10002676,office supplies,fasteners,Colored Push Pins,4.344,3,0.2,0.8688,20.0,2019
CA-2019-157882,2019-10-03,2019-10-08,second class,AR-10405,Allen Rosenblatt,corporate,United States,Los Angeles,California,90036,west,FUR-CH-10002774,furniture,chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646,11.249999999999998,2019
CA-2019-120775,2019-10-03,2019-10-07,standard class,RD-19930,Russell D'Ascenzo,consumer,United States,Dallas,Texas,75217,central,OFF-LA-10002271,office supplies,labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,4.928,2,0.2,1.7248,35.0,2019
CA-2019-157882,2019-10-03,2019-10-08,second class,AR-10405,Allen Rosenblatt,corporate,United States,Los Angeles,California,90036,west,FUR-TA-10001866,furniture,tables,Bevis Round Conference Room Tables and Bases,143.432,1,0.2,3.5858,2.5,2019
CA-2019-120775,2019-10-03,2019-10-07,standard class,RD-19930,Russell D'Ascenzo,consumer,United States,Dallas,Texas,75217,central,FUR-FU-10000758,furniture,furnishings,DAX Natural Wood-Tone Poster Frame,31.776,3,0.6,-19.0656,-60.0,2019
CA-2019-108903,2019-10-03,2019-10-03,same day,DO-13435,Denny Ordway,consumer,United States,Columbus,Ohio,43229,east,OFF-EN-10004030,office supplies,envelopes,Convenience Packs of Business Envelopes,14.48,5,0.2,4.887,33.75,2019
CA-2019-102085,2019-10-04,2019-10-09,standard class,JD-16015,Joy Daniels,consumer,United States,Seattle,Washington,98115,west,OFF-LA-10002475,office supplies,labels,Avery 519,29.24,4,0.0,13.7428,47.0,2019
CA-2019-153479,2019-10-04,2019-10-08,standard class,DF-13135,David Flashing,consumer,United States,Vallejo,California,94591,west,OFF-LA-10004689,office supplies,labels,Avery 512,14.45,5,0.0,6.7915,47.0,2019
CA-2019-153479,2019-10-04,2019-10-08,standard class,DF-13135,David Flashing,consumer,United States,Vallejo,California,94591,west,OFF-BI-10002867,office supplies,binders,GBC Recycled Regency Composition Covers,95.648,2,0.2,31.0856,32.5,2019
CA-2019-166891,2019-10-04,2019-10-06,first class,CC-12220,Chris Cortes,consumer,United States,New York City,New York,10024,east,FUR-CH-10003298,furniture,chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,0.1,-6.549,-1.1111111111111112,2019
CA-2019-152422,2019-10-05,2019-10-10,second class,BD-11635,Brian Derr,consumer,United States,Columbus,Ohio,43229,east,OFF-AP-10002892,office supplies,appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92,5,0.2,11.49,12.5,2019
CA-2019-152233,2019-10-05,2019-10-06,first class,KH-16510,Keith Herrera,consumer,United States,Pomona,California,91767,west,TEC-AC-10002800,technology,accessories,Plantronics Audio 478 Stereo USB Headset,99.98,2,0.0,34.993,35.0,2019
CA-2019-110611,2019-10-06,2019-10-13,standard class,JD-16015,Joy Daniels,consumer,United States,Philadelphia,Pennsylvania,19120,east,OFF-ST-10000642,office supplies,storage,"Tennsco Lockers, Gray",83.92,5,0.2,-13.637,-16.25,2019
CA-2019-109680,2019-10-06,2019-10-09,first class,VP-21760,Victoria Pisteka,corporate,United States,Indianapolis,Indiana,46203,central,OFF-ST-10001932,office supplies,storage,Fellowes Staxonsteel Drawer Files,386.34,2,0.0,54.0876,14.000000000000002,2019
CA-2019-132542,2019-10-06,2019-10-08,second class,AM-10360,Alice McCarthy,corporate,United States,Omaha,Nebraska,68104,central,OFF-BI-10004099,office supplies,binders,GBC VeloBinder Strips,15.36,2,0.0,7.68,50.0,2019
CA-2019-134677,2019-10-06,2019-10-10,standard class,XP-21865,Xylona Preis,consumer,United States,San Diego,California,92024,west,TEC-AC-10001445,technology,accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,3,0.0,1.9089,21.000000000000004,2019
CA-2019-132801,2019-10-07,2019-10-12,standard class,JG-15805,John Grady,corporate,United States,Dallas,Texas,75217,central,OFF-ST-10001228,office supplies,storage,"Fellowes Personal Hanging Folder Files, Navy",107.44,10,0.2,10.744,10.0,2019
CA-2019-117429,2019-10-07,2019-10-13,standard class,MR-17545,Mathew Reese,home office,United States,Philadelphia,Pennsylvania,19140,east,FUR-FU-10000222,furniture,furnishings,"Seth Thomas 16"" Steel Case Clock",129.92,5,0.2,21.112,16.25,2019
CA-2019-142951,2019-10-08,2019-10-08,same day,JG-15115,Jack Garza,consumer,United States,Charlotte,North Carolina,28205,south,TEC-AC-10002331,technology,accessories,"Maxell 74 Minute CDR, 10/Pack",23.472,3,0.2,4.9878,21.25,2019
CA-2019-119977,2019-10-08,2019-10-13,second class,DN-13690,Duane Noonan,consumer,United States,New York City,New York,10011,east,OFF-PA-10003823,office supplies,paper,Xerox 197,123.92,4,0.0,55.764,45.0,2019
CA-2019-137911,2019-10-09,2019-10-15,standard class,BP-11095,Bart Pistole,corporate,United States,Jacksonville,North Carolina,28540,south,OFF-PA-10004071,office supplies,paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688,35.0,2019
CA-2019-138240,2019-10-09,2019-10-14,standard class,SJ-20500,Shirley Jackson,consumer,United States,San Francisco,California,94122,west,TEC-PH-10002583,technology,phones,iOttie HLCRIO102 Car Mount,15.992,1,0.2,-2.9985,-18.75,2019
CA-2019-138240,2019-10-09,2019-10-14,standard class,SJ-20500,Shirley Jackson,consumer,United States,San Francisco,California,94122,west,OFF-AR-10002135,office supplies,art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,144.6,3,0.0,41.934,29.0,2019
CA-2019-103492,2019-10-10,2019-10-15,standard class,CM-12715,Craig Molinari,corporate,United States,Huntsville,Texas,77340,central,TEC-PH-10004667,technology,phones,Cisco 8x8 Inc. 6753i IP Business Phone System,755.944,7,0.2,66.1451,8.75,2019
CA-2019-103492,2019-10-10,2019-10-15,standard class,CM-12715,Craig Molinari,corporate,United States,Huntsville,Texas,77340,central,OFF-BI-10004817,office supplies,binders,GBC Personal VeloBind Strips,11.98,5,0.8,-19.168,-160.0,2019
CA-2019-103492,2019-10-10,2019-10-15,standard class,CM-12715,Craig Molinari,corporate,United States,Huntsville,Texas,77340,central,TEC-PH-10001128,technology,phones,Motorola Droid Maxx,719.952,6,0.2,71.9952,10.0,2019
US-2019-105137,2019-10-10,2019-10-10,same day,RB-19435,Richard Bierner,consumer,United States,Columbus,Ohio,43229,east,TEC-MA-10002694,technology,machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.994,2,0.7,-71.3958,-70.0,2019
US-2019-134054,2019-10-10,2019-10-10,same day,FC-14335,Fred Chung,corporate,United States,Albuquerque,New Mexico,87105,west,OFF-AR-10000937,office supplies,art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85,7,0.0,112.574,44.0,2019
CA-2019-150329,2019-10-10,2019-10-14,standard class,SD-20485,Shirley Daniels,home office,United States,Phoenix,Arizona,85023,west,FUR-FU-10003724,furniture,furnishings,Westinghouse Clip-On Gooseneck Lamps,46.872,7,0.2,3.5154,7.5,2019
CA-2019-140403,2019-10-10,2019-10-10,same day,TN-21040,Tanja Norvell,home office,United States,Manteca,California,95336,west,FUR-CH-10002774,furniture,chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646,11.249999999999998,2019
CA-2019-140403,2019-10-10,2019-10-10,same day,TN-21040,Tanja Norvell,home office,United States,Manteca,California,95336,west,OFF-EN-10001219,office supplies,envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0.0,7.4872,49.0,2019
US-2019-105137,2019-10-10,2019-10-10,same day,RB-19435,Richard Bierner,consumer,United States,Columbus,Ohio,43229,east,OFF-BI-10002429,office supplies,binders,"Premier Elliptical Ring Binder, Black",18.264,2,0.7,-13.3936,-73.33333333333333,2019
CA-2019-116834,2019-10-11,2019-10-16,standard class,Dp-13240,Dean percer,home office,United States,Seattle,Washington,98115,west,TEC-AC-10002942,technology,accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345.0,5,0.0,58.65,17.0,2019
US-2019-126571,2019-10-11,2019-10-15,standard class,JF-15565,Jill Fjeld,consumer,United States,Philadelphia,Pennsylvania,19120,east,OFF-EN-10002230,office supplies,envelopes,Airmail Envelopes,201.432,3,0.2,67.9833,33.75,2019
CA-2019-128538,2019-10-11,2019-10-15,standard class,AS-10240,Alan Shonely,consumer,United States,Redondo Beach,California,90278,west,OFF-EN-10001219,office supplies,envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,1,0.0,3.7436,49.0,2019
CA-2019-114314,2019-10-11,2019-10-15,standard class,DB-13555,Dorothy Badders,corporate,United States,Fayetteville,Arkansas,72701,south,FUR-FU-10002107,furniture,furnishings,Eldon Pizzaz Desk Accessories,8.92,4,0.0,3.9248,44.0,2019
CA-2019-114314,2019-10-11,2019-10-15,standard class,DB-13555,Dorothy Badders,corporate,United States,Fayetteville,Arkansas,72701,south,OFF-LA-10000240,office supplies,labels,Self-Adhesive Address Labels for Typewriters by Universal,7.31,1,0.0,3.4357,47.0,2019
CA-2019-116834,2019-10-11,2019-10-16,standard class,Dp-13240,Dean percer,home office,United States,Seattle,Washington,98115,west,FUR-FU-10001196,furniture,furnishings,DAX Cubicle Frames - 8x10,63.47,11,0.0,19.041,30.0,2019
US-2019-126571,2019-10-11,2019-10-15,standard class,JF-15565,Jill Fjeld,consumer,United States,Philadelphia,Pennsylvania,19120,east,OFF-ST-10003816,office supplies,storage,Fellowes High-Stak Drawer Files,281.904,2,0.2,10.5714,3.75,2019
CA-2019-157924,2019-10-11,2019-10-13,first class,HA-14920,Helen Andreada,consumer,United States,Pasadena,California,91104,west,OFF-ST-10002352,office supplies,storage,Iris Project Case,31.92,4,0.0,8.2992,26.0,2019
CA-2019-157924,2019-10-11,2019-10-13,first class,HA-14920,Helen Andreada,consumer,United States,Pasadena,California,91104,west,FUR-CH-10000229,furniture,chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.568,2,0.2,-65.0352,-15.000000000000002,2019
CA-2019-139451,2019-10-12,2019-10-16,standard class,DN-13690,Duane Noonan,consumer,United States,San Francisco,California,94122,west,OFF-ST-10002370,office supplies,storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2031,29.0,2019
CA-2019-139451,2019-10-12,2019-10-16,standard class,DN-13690,Duane Noonan,consumer,United States,San Francisco,California,94122,west,OFF-AR-10002053,office supplies,art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172,28.0,2019
US-2019-154655,2019-10-12,2019-10-17,standard class,BP-11050,Barry Pond,corporate,United States,Chicago,Illinois,60623,central,OFF-SU-10000898,office supplies,supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",22.24,2,0.2,2.502,11.25,2019
CA-2019-151995,2019-10-13,2019-10-15,first class,ZC-21910,Zuschuss Carroll,consumer,United States,Edmonds,Washington,98026,west,OFF-AP-10000240,office supplies,appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,4,0.0,62.0368,29.000000000000004,2019
CA-2019-151995,2019-10-13,2019-10-15,first class,ZC-21910,Zuschuss Carroll,consumer,United States,Edmonds,Washington,98026,west,OFF-AR-10003190,office supplies,art,Newell 32,11.52,4,0.0,3.2256,28.000000000000004,2019
CA-2019-164742,2019-10-13,2019-10-18,second class,ML-17395,Marina Lichtenstein,corporate,United States,Lakewood,New Jersey,8701,east,OFF-BI-10004738,office supplies,binders,Flexible Leather- Look Classic Collection Ring Binder,18.94,1,0.0,9.47,50.0,2019
CA-2019-132010,2019-10-13,2019-10-15,first class,MA-17995,Michelle Arnett,home office,United States,Richmond,Virginia,23223,south,OFF-BI-10002432,office supplies,binders,Wilson Jones Standard D-Ring Binders,15.18,3,0.0,7.1346,47.0,2019
CA-2019-151995,2019-10-13,2019-10-15,first class,ZC-21910,Zuschuss Carroll,consumer,United States,Edmonds,Washington,98026,west,TEC-AC-10001101,technology,accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2,0.0,2.578,10.0,2019
CA-2019-132010,2019-10-13,2019-10-15,first class,MA-17995,Michelle Arnett,home office,United States,Richmond,Virginia,23223,south,OFF-ST-10003641,office supplies,storage,Space Solutions Industrial Galvanized Steel Shelving.,315.2,4,0.0,6.304,2.0,2019
CA-2019-151995,2019-10-13,2019-10-15,first class,ZC-21910,Zuschuss Carroll,consumer,United States,Edmonds,Washington,98026,west,FUR-TA-10002903,furniture,tables,"Bevis Round Bullnose 29"" High Table Top",1298.55,5,0.0,311.652,24.0,2019
CA-2019-123316,2019-10-13,2019-10-17,standard class,SP-20545,Sibella Parks,corporate,United States,Mount Vernon,New York,10550,east,OFF-BI-10002764,office supplies,binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752,3,0.2,2.8101,36.25,2019
CA-2019-132010,2019-10-13,2019-10-15,first class,MA-17995,Michelle Arnett,home office,United States,Richmond,Virginia,23223,south,OFF-EN-10003160,office supplies,envelopes,Pastel Pink Envelopes,36.4,5,0.0,17.472,48.00000000000001,2019
CA-2019-132010,2019-10-13,2019-10-15,first class,MA-17995,Michelle Arnett,home office,United States,Richmond,Virginia,23223,south,TEC-AC-10001542,technology,accessories,SanDisk Cruzer 16 GB USB Flash Drive,22.96,2,0.0,4.3624,19.0,2019
